"","location","year","tmax_avg_0","tmax_avg_1","tmax_avg_2","tmax_avg_3","tmax_avg_4","tmin_avg_0","tmin_avg_1","tmin_avg_2","tmin_avg_3","tmin_avg_4","prcp_avg_0","prcp_avg_1","prcp_avg_2","prcp_avg_3","prcp_avg_4","prcp_tot_0","prcp_tot_1","prcp_tot_2","prcp_tot_3","prcp_tot_4","snwd_avg_0","snwd_avg_1","snwd_avg_2","snwd_avg_3","snwd_avg_4","snwd_tot_0","snwd_tot_1","snwd_tot_2","snwd_tot_3","snwd_tot_4","sunlight_avg_1","sunlight_avg_2","sunlight_avg_3","sunlight_avg_4","sunlight_avg_0","lat","long","alt","bloom_date","bloom_doy"
"116","liestal",1997,31.1612903225806,10.0967741935484,106.75,144.064516129032,152.933333333333,-11.3225806451613,-24.8064516129032,18.4642857142857,42.6129032258064,32.1666666666667,25.5483870967742,8.32258064516129,31.2142857142857,6.58064516129032,22.8666666666667,792,258,874,204,686,1.93548387096774,51.9354838709677,0,0,0,60,1610,0,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"1997-03-22",81
"117","liestal",1998,64.1935483870968,73.8064516129032,110.25,125.290322580645,154.3,17.4516129032258,10.258064516129,2.21428571428571,24.741935483871,59.8666666666667,57.9354838709677,24.5806451612903,11.5714285714286,15.4193548387097,52.5333333333333,1796,762,324,478,1576,0,0.645161290322581,0,0.967741935483871,1.66666666666667,0,20,0,30,50,NA,NA,NA,NA,NA,47.4814,7.730519,350,"1998-03-31",90
"118","liestal",1999,55.9032258064516,72.3548387096774,42.5,122.58064516129,161.533333333333,-3,0.645161290322581,-17.2857142857143,32.3225806451613,60.6333333333333,19.7096774193548,20.8064516129032,69.7142857142857,25.5806451612903,42.8333333333333,611,645,1952,793,1285,7.41935483870968,9.35483870967742,51.0714285714286,0,0.666666666666667,230,290,1430,0,20,NA,NA,NA,NA,NA,47.4814,7.730519,350,"1999-04-04",94
"119","liestal",2000,66.4193548387097,46.9354838709677,99.5862068965517,126.548387096774,174.166666666667,7.32258064516129,-3.67741935483871,20.3103448275862,33.5483870967742,64.3666666666667,50.6129032258064,12.5161290322581,36.9655172413793,16.4193548387097,18.4666666666667,1569,388,1072,509,554,4.51612903225806,2.58064516129032,0.689655172413793,0,0,140,80,20,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2000-04-01",92
"120","liestal",2001,81.8387096774194,62.2258064516129,92.3571428571429,119.161290322581,137.2,32.2903225806452,9.32258064516129,10.4285714285714,51.3548387096774,48.6333333333333,20.3870967741935,33.5161290322581,13.25,79.0645161290323,50.8333333333333,632,1039,371,2451,1525,0.645161290322581,0,0,1.61290322580645,0,20,0,0,50,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2001-03-30",89
"121","liestal",2002,47.4838709677419,55.9354838709677,110.178571428571,136.774193548387,164.4,-15.7741935483871,-9.2258064516129,36.8571428571429,29.258064516129,48.7,20.4838709677419,9.32258064516129,31.5,10.4838709677419,15.7333333333333,635,289,882,325,472,5.16129032258065,0,0,0,0,160,0,0,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2002-03-18",77
"122","liestal",2003,70.9032258064516,42.6774193548387,42.5,157.903225806452,174.9,36.2258064516129,-8.51612903225806,-29.7857142857143,29.3225806451613,50.5333333333333,25.741935483871,21.5483870967742,12.0714285714286,14.1935483870968,21.3,798,668,338,440,639,0.645161290322581,6.12903225806452,9.28571428571429,0,0,20,190,260,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2003-04-02",92
"123","liestal",2004,53.8709677419355,51.258064516129,74.0689655172414,110.935483870968,170.233333333333,3.80645161290323,-0.483870967741935,-18.6206896551724,20.3870967741935,54.9,7.29032258064516,52.6451612903226,14.9655172413793,13.8387096774194,9.73333333333333,226,1632,434,429,292,0.32258064516129,24.1935483870968,6.89655172413793,0,0,10,750,200,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2004-04-01",92
"124","liestal",2005,37.0322580645161,55.4193548387097,40.2857142857143,124.290322580645,156.866666666667,-1.61290322580645,-14.3870967741935,-18.4642857142857,15.8064516129032,59.8666666666667,19.8709677419355,14.2258064516129,27.7142857142857,20.3548387096774,35.3333333333333,616,441,776,631,1060,5.16129032258065,2.58064516129032,9.64285714285714,4.83870967741935,0,160,80,270,150,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2005-04-05",95
"125","liestal",2006,31.4193548387097,19.5806451612903,47.6785714285714,88.6451612903226,156.4,-16.1290322580645,-32,-13.25,7.87096774193548,48.2,20.9677419354839,4.29032258064516,15.0714285714286,57.4193548387097,50.0666666666667,650,133,422,1780,1502,4.83870967741935,2.25806451612903,0.714285714285714,50.9677419354839,0,150,70,20,1580,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2006-04-21",111
"126","liestal",2007,69.1612903225806,88.4516129032258,109.392857142857,125.870967741935,230.5,11.8064516129032,24.2903225806452,22.5,18.6129032258065,67.4666666666667,24.3870967741935,16,31.1071428571429,34.0967741935484,0.7,756,496,871,1057,21,0,6.12903225806452,0,1.93548387096774,0,0,190,0,60,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2007-04-04",94
"127","liestal",2008,47.6129032258064,78.741935483871,107.827586206897,105.161290322581,145.133333333333,-0.741935483870968,5.74193548387097,-3.55172413793103,22.3870967741935,51.2,24.3225806451613,20.5483870967742,8.31034482758621,22.1290322580645,41.6666666666667,754,637,241,686,1250,0,0,0,0.645161290322581,0,0,0,0,20,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2008-03-29",89
"128","liestal",2009,37.3548387096774,23.6129032258065,58.3571428571429,103.064516129032,195.2,-5.16129032258065,-28.7096774193548,-16.4285714285714,15.0645161290323,71.9666666666667,27.5161290322581,7.03225806451613,20.4642857142857,27,3.83333333333333,853,218,573,837,115,3.87096774193548,0,6.42857142857143,0,0,120,0,180,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2009-04-10",100
"129","liestal",2010,51.3870967741936,16.2258064516129,59.0714285714286,111.354838709677,180.5,-2.67741935483871,-26.6129032258065,-7.75,17.3225806451613,50.2666666666667,44.3548387096774,18.0322580645161,22.25,20.0645161290323,7.73333333333333,1375,559,623,622,232,2.25806451612903,18.7096774193548,17.1428571428571,2.90322580645161,0,70,580,480,90,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2010-04-08",98
"130","liestal",2011,27.2903225806452,52.1290322580645,82.25,137.451612903226,216.9,-22.1612903225806,-2.19354838709677,5.07142857142857,22.4838709677419,61.6666666666667,46.7741935483871,25.3548387096774,9.14285714285714,13.6451612903226,8,1450,786,256,423,240,32.258064516129,0.32258064516129,0,0,0,1000,10,0,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2011-03-31",90
"131","liestal",2012,83,70.1935483870968,29.6551724137931,165.709677419355,152.066666666667,19.8064516129032,13.3225806451613,-58.1379310344828,22.8387096774194,55.8666666666667,56.6129032258064,30.2903225806452,9.48275862068965,5.32258064516129,37.7666666666667,1755,939,275,165,1133,1.29032258064516,0.32258064516129,11.3793103448276,0,0,40,10,330,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2012-04-02",93
"132","liestal",2013,61.8709677419355,44.5483870967742,38.3571428571429,80.9354838709677,156.666666666667,8.45161290322581,-2.25806451612903,-25.5,9.16129032258065,59.9333333333333,47.5161290322581,16.9032258064516,33.2857142857143,19.258064516129,30.6333333333333,1473,524,932,597,919,6.7741935483871,0,3.57142857142857,0,0,210,0,100,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2013-04-17",107
"133","liestal",2014,67.258064516129,75.258064516129,99,156.387096774194,184.033333333333,3.51612903225806,17.4838709677419,19.2142857142857,22.0645161290323,71.7,25.9354838709677,22.7741935483871,25.5357142857143,5.2258064516129,25.9333333333333,804,706,715,162,778,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2014-03-25",84
"134","liestal",2015,68.1935483870968,NA,NA,NA,NA,15.4516129032258,NA,NA,NA,NA,23.8387096774194,NA,NA,NA,NA,739,NA,NA,NA,NA,0.645161290322581,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2015-04-11",101
"135","liestal",2017,51.6129032258064,9,99.7142857142857,155.032258064516,160,-17.5483870967742,-45.7741935483871,12.9642857142857,35.6451612903226,29.4666666666667,1.2258064516129,24.9677419354839,20.0714285714286,23.3225806451613,18.6333333333333,38,774,562,723,559,0,37.0967741935484,0,0,0.333333333333333,0,1150,0,0,10,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2017-03-26",85
"136","liestal",2018,60.8387096774194,95.4193548387097,30.1785714285714,96.9677419354839,214.5,3.48387096774194,31.6774193548387,-18.25,7.93548387096774,63.9333333333333,27.9032258064516,39.5806451612903,14.4285714285714,16.4193548387097,6.4,865,1227,404,509,192,2.90322580645161,0,0.714285714285714,3.54838709677419,0,90,0,20,110,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2018-04-08",98
"137","liestal",2019,78.1935483870968,43.6774193548387,115.321428571429,142.225806451613,161.966666666667,26.4838709677419,-11.9354838709677,-6.17857142857143,20.7096774193548,41.3333333333333,37.4838709677419,16.1290322580645,7.25,15.2903225806452,22.5666666666667,1162,500,203,474,677,0.32258064516129,2.90322580645161,0,0,0.333333333333333,10,90,0,0,10,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2019-03-27",86
"138","liestal",2020,79.5483870967742,73.2258064516129,128.034482758621,128.516129032258,211.7,12.1290322580645,-1.90322580645161,24.1724137931034,14.6774193548387,48.1333333333333,26.0322580645161,7.87096774193548,29.1034482758621,25.0645161290323,9.9,807,244,844,777,297,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2020-03-17",77
"139","liestal",2021,66.1935483870968,47.5161290322581,101.642857142857,124.516129032258,150.6,13.3548387096774,-9.32258064516129,9.14285714285714,7.80645161290323,11.1,29.1612903225806,56.1935483870968,16.2142857142857,22.7096774193548,9.4,904,1742,454,704,282,1.93548387096774,50.3225806451613,10,0,1.33333333333333,60,1560,280,0,40,NA,NA,NA,NA,NA,47.4814,7.730519,350,"2021-03-28",87
"140","liestal",2022,67.6451612903226,NA,NA,NA,NA,9.35483870967742,NA,NA,NA,NA,35.1290322580645,NA,NA,NA,NA,1089,NA,NA,NA,NA,0.967741935483871,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","kyoto",1951,NA,84.8387096774194,99.3928571428571,131.838709677419,183.566666666667,NA,-5.90322580645161,6.25,21.7741935483871,73.7333333333333,NA,15,28.25,33.3548387096774,56.1666666666667,NA,465,791,1034,1685,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1951-04-08",98
"142","kyoto",1952,130.258064516129,85.5806451612903,79.5862068965517,125.806451612903,190.7,23.6451612903226,1.96774193548387,-3.72413793103448,20.2258064516129,81.0666666666667,17.3225806451613,24.3870967741935,27.6551724137931,53.7741935483871,70.0333333333333,537,756,802,1667,2101,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1952-04-14",105
"143","kyoto",1953,117.645161290323,79.3548387096774,87.8571428571429,141.161290322581,185.4,10.9677419354839,-10.9032258064516,-1.57142857142857,38.5161290322581,53.5666666666667,6.87096774193548,15.741935483871,28.75,42.9032258064516,22.0333333333333,213,488,805,1330,661,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1953-04-11",101
"144","kyoto",1954,129.645161290323,95.3870967741936,111.142857142857,133.41935483871,206.333333333333,24.2903225806452,17.0322580645161,7.64285714285714,25.1935483870968,96.4333333333333,16.6774193548387,33.1612903225806,21.4642857142857,26.3548387096774,45.3666666666667,517,1028,601,817,1361,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1954-04-08",98
"145","kyoto",1955,115.935483870968,81.3870967741936,112.071428571429,137.806451612903,196.766666666667,25.8709677419355,-11.4193548387097,10.7857142857143,50.8387096774194,93.5666666666667,17.4838709677419,19.4838709677419,37.2857142857143,56.0322580645161,62.7333333333333,542,604,1044,1737,1882,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1955-04-07",97
"146","kyoto",1956,133.096774193548,88,88.1379310344828,135.870967741935,186.733333333333,18.3225806451613,-3.64516129032258,-8.10344827586207,39.3225806451613,73.9666666666667,7.64516129032258,10.9354838709677,20.551724137931,64.0322580645161,57.0333333333333,237,339,596,1985,1711,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1956-04-08",99
"147","kyoto",1957,101.354838709677,91.1935483870968,85.8214285714286,111.129032258065,207.5,-3.48387096774194,2.67741935483871,-0.821428571428571,7.80645161290323,81.8,1.74193548387097,18.0322580645161,19.8214285714286,22.5483870967742,50.0666666666667,54,559,555,699,1502,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1957-04-13",103
"148","kyoto",1958,120.451612903226,88.1290322580645,105.107142857143,136.516129032258,196.066666666667,24.9677419354839,0.225806451612903,10.3214285714286,26.7741935483871,90.2333333333333,21.5483870967742,27.1935483870968,27.5714285714286,20.4516129032258,54.9333333333333,668,843,772,634,1648,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1958-04-09",99
"149","kyoto",1959,127.032258064516,85.8709677419355,122.714285714286,143.677419354839,193.266666666667,31.9677419354839,-1.58064516129032,33.8214285714286,46.9677419354839,93.6666666666667,26.3870967741935,26.5483870967742,58.8571428571429,31.7096774193548,60.2333333333333,818,823,1648,983,1807,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1959-04-02",92
"150","kyoto",1960,125.967741935484,92.7741935483871,118.896551724138,148.032258064516,182.133333333333,23.9032258064516,-1.41935483870968,2.20689655172414,39.2258064516129,74.2333333333333,31.4838709677419,13.0645161290323,9.3448275862069,22.8064516129032,49.6,976,405,271,707,1488,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1960-04-04",95
"151","kyoto",1961,116.032258064516,78.5483870967742,86.5,141.096774193548,206.733333333333,15.5161290322581,-15.258064516129,-8.14285714285714,31.3870967741935,86.6333333333333,10.0645161290323,19.3870967741935,10.7142857142857,30.1290322580645,58.8,312,601,300,934,1764,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1961-04-09",99
"152","kyoto",1962,122.096774193548,84.5806451612903,107.392857142857,135.258064516129,190.866666666667,25.2903225806452,-9.45161290322581,2.17857142857143,21.9677419354839,80.1666666666667,9.48387096774194,17.9032258064516,5.07142857142857,10.2258064516129,59.5666666666667,294,555,142,317,1787,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1962-04-12",102
"153","kyoto",1963,124.387096774194,61.9677419354839,72,131.032258064516,197.466666666667,21.9677419354839,-31.3548387096774,-15.3928571428571,20.6129032258065,94.5666666666667,17.258064516129,14.6129032258065,16.3214285714286,33.1612903225806,52.5333333333333,535,453,457,1028,1576,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1963-04-11",101
"154","kyoto",1964,124.096774193548,97.4516129032258,75.2068965517241,119.677419354839,227.3,21.0645161290323,18.1290322580645,-1.89655172413793,18.4193548387097,122.8,6.09677419354839,28.8709677419355,25.1379310344828,30.5161290322581,59.7666666666667,189,895,729,946,1793,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1964-04-08",99
"155","kyoto",1965,120.193548387097,84.8709677419355,91.8571428571429,113.58064516129,164.4,13.0645161290323,-7.19354838709677,-4.67857142857143,3.45161290322581,50.6333333333333,4.90322580645161,21.2903225806452,10.3928571428571,28.7096774193548,33.6,152,660,291,890,1008,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1965-04-20",110
"156","kyoto",1966,103.548387096774,83.1935483870968,116.964285714286,137.41935483871,190.533333333333,19.0645161290323,-7.03225806451613,7.71428571428571,36.8064516129032,85.9666666666667,20.3548387096774,7.80645161290323,33.1428571428571,55.4516129032258,46.5666666666667,631,242,928,1719,1397,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1966-04-07",97
"157","kyoto",1967,99.7096774193548,85.9354838709677,95.6428571428571,138.612903225806,191.2,5.83870967741935,-9.51612903225806,-2.17857142857143,23.8709677419355,89.4666666666667,15.0967741935484,26.741935483871,11.3214285714286,56.741935483871,88.5,468,829,317,1759,2655,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1967-04-07",97
"158","kyoto",1968,99.2903225806452,82.7096774193548,77.0689655172414,136.806451612903,203.033333333333,1,-6.70967741935484,-20.8275862068966,29.0322580645161,85.4,5.48387096774194,12.5806451612903,23.6206896551724,35.6451612903226,31.6666666666667,170,390,685,1105,950,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1968-04-08",99
"159","kyoto",1969,136,91.9032258064516,92.6428571428571,117.645161290323,199.266666666667,48.4193548387097,9,14.7142857142857,26.5161290322581,81.7,27.9032258064516,14.8387096774194,38.9285714285714,38.5483870967742,37,865,460,1090,1195,1110,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1969-04-11",101
"160","kyoto",1970,108.354838709677,86.6774193548387,104.75,102.483870967742,181.266666666667,11.3870967741935,-7.61290322580645,7.67857142857143,8.67741935483871,87.6666666666667,8.2258064516129,16.9354838709677,24.1071428571429,20.8064516129032,59.3333333333333,255,525,675,645,1780,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1970-04-17",107
"161","kyoto",1971,109.129032258065,87.3548387096774,93.1428571428571,128.548387096774,198.966666666667,19.6129032258065,7.67741935483871,14.8928571428571,26.1290322580645,80.3,14.6774193548387,16.6129032258065,17.8571428571429,35.9677419354839,54.8333333333333,455,515,500,1115,1645,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1971-04-08",98
"162","kyoto",1972,121.193548387097,112.483870967742,99.7586206896552,142.41935483871,197.966666666667,29.3548387096774,33.8064516129032,24.8965517241379,37.0645161290323,93.5,22.258064516129,24.0322580645161,33.7931034482759,49.0322580645161,39.6666666666667,690,745,980,1520,1190,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1972-04-08",99
"163","kyoto",1973,122.161290322581,102.258064516129,113.714285714286,129.741935483871,219.633333333333,37.8064516129032,28,30.2142857142857,33.8064516129032,104.4,16.6129032258065,43.2258064516129,25.5357142857143,2.09677419354839,90.6666666666667,515,1340,715,65,2720,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1973-04-07",97
"164","kyoto",1974,94.3225806451613,74.5161290322581,88.3214285714286,118.903225806452,202.566666666667,-3.16129032258065,0,4.17857142857143,25.5806451612903,85.5333333333333,0.806451612903226,8.2258064516129,30.1785714285714,29.8387096774194,82,25,255,845,925,2460,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1974-04-09",99
"165","kyoto",1975,104.161290322581,82.4838709677419,77.8928571428571,127.516129032258,188.233333333333,33.6451612903226,2.93548387096774,2.14285714285714,29.258064516129,94.7,17.5806451612903,12.0967741935484,19.6428571428571,16.9354838709677,61.8333333333333,545,375,550,525,1855,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1975-04-10",100
"166","kyoto",1976,110.774193548387,84.3225806451613,109.689655172414,127.129032258065,189.766666666667,25.9032258064516,-1.7741935483871,27.7586206896552,32.5806451612903,85.1,16.9354838709677,2.25806451612903,53.6206896551724,38.3870967741936,62.5,525,70,1555,1190,1875,NA,30,NA,NA,NA,0,30,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1976-04-08",99
"167","kyoto",1977,106.032258064516,68.0322580645161,81.6785714285714,138.096774193548,203.833333333333,17.7096774193548,-6.93548387096774,-13.8928571428571,41.0967741935484,91.2,17.0967741935484,5.80645161290323,10.5357142857143,59.8387096774194,37,530,180,295,1855,1110,NA,30,30,51,NA,0,60,60,51,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1977-04-03",93
"168","kyoto",1978,126.645161290323,88.5161290322581,78.4642857142857,131.935483870968,191.333333333333,37.2903225806452,13.741935483871,-1.46428571428571,26.4193548387097,80.4333333333333,16.6129032258065,9.19354838709677,3.92857142857143,18.5483870967742,26.3333333333333,515,285,110,575,790,NA,15,30,NA,NA,0,30,30,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1978-04-14",104
"169","kyoto",1979,126.193548387097,110.064516129032,119.75,129.709677419355,184.766666666667,30.0645161290323,15.2903225806452,34.6428571428571,35.258064516129,81.7666666666667,17.9032258064516,20,33.9285714285714,30.9677419354839,62.8333333333333,555,620,950,960,1885,30,NA,NA,30.5,NA,30,0,0,61,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1979-04-07",97
"170","kyoto",1980,125.516129032258,84.1935483870968,82.7586206896552,123.774193548387,182.366666666667,34.4838709677419,3.93548387096774,-3.75862068965517,26.2903225806452,73.1666666666667,8.54838709677419,27.5806451612903,6.72413793103448,52.0967741935484,58.5,265,855,195,1615,1755,NA,49.6666666666667,20,NA,NA,0,149,20,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1980-04-11",102
"171","kyoto",1981,96.741935483871,66,81.5,133.161290322581,190,12.4516129032258,-11.6129032258065,-0.571428571428571,37.4516129032258,79.5,17.741935483871,3.87096774193548,22.3214285714286,36.2903225806452,62.1666666666667,550,120,625,1125,1865,NA,10,10,NA,NA,0,10,30,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1981-04-09",99
"172","kyoto",1982,105.709677419355,85.6129032258064,86.7142857142857,140.903225806452,193.166666666667,18.7741935483871,-1.45161290322581,7.35714285714286,36.3870967741936,80,8.06451612903226,6.7741935483871,10.3571428571429,39.8387096774194,38.5,250,210,290,1235,1155,15,25,20,NA,NA,30,50,20,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1982-04-03",93
"173","kyoto",1983,117.41935483871,91.258064516129,91.8214285714286,124.741935483871,217.366666666667,28.6129032258065,9.64516129032258,3.17857142857143,38.258064516129,108.266666666667,12.258064516129,14.5161290322581,15.5357142857143,44.3548387096774,71.6666666666667,380,450,435,1375,2150,NA,NA,NA,20,NA,0,0,0,20,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1983-04-09",99
"174","kyoto",1984,98.6451612903226,60.9354838709677,63.5862068965517,100.354838709677,182.766666666667,14.4516129032258,-9.25806451612903,-8.31034482758621,8.41935483870968,83.9333333333333,7.74193548387097,15,23.9655172413793,16.1290322580645,23,240,465,695,500,690,20,50,25,NA,NA,20,150,50,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1984-04-18",109
"175","kyoto",1985,110.193548387097,74.2903225806452,93.9285714285714,127.903225806452,207,28.7741935483871,-5.03225806451613,21.0357142857143,47.258064516129,91.1333333333333,14.6774193548387,4.03225806451613,41.0714285714286,61.4516129032258,59.1666666666667,455,125,1150,1905,1775,NA,30,10,NA,NA,0,30,10,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1985-04-09",99
"176","kyoto",1986,98.9032258064516,72.7096774193548,68.9642857142857,125.806451612903,198.7,17.1612903225806,-6.67741935483871,-8.82142857142857,32.1290322580645,84.5333333333333,12.258064516129,4.67741935483871,10.7142857142857,49.0322580645161,42.1666666666667,380,145,300,1520,1265,20,NA,41,109,NA,20,0,82,109,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1986-04-12",102
"177","kyoto",1987,121.870967741935,91.4516129032258,100.5,126.129032258065,199.2,36.4193548387097,13.3548387096774,16.1785714285714,39.8709677419355,84.3666666666667,22.0967741935484,22.0967741935484,15.8928571428571,33.7096774193548,15.3333333333333,685,685,445,1045,460,NA,23.3333333333333,13.3333333333333,20,NA,0,70,40,80,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1987-04-05",95
"178","kyoto",1988,123.677419354839,102.193548387097,81.551724137931,119.354838709677,192.266666666667,27.3225806451613,20.5806451612903,5.55172413793103,32.2258064516129,82.9333333333333,5,11.6129032258065,8.62068965517241,40.4838709677419,29.5,155,360,250,1255,885,41,NA,NA,NA,NA,41,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1988-04-15",106
"179","kyoto",1989,107.838709677419,103.935483870968,105.035714285714,130.645161290323,205.966666666667,17.6451612903226,32.2903225806452,30.1071428571429,39.6451612903226,91.0666666666667,5.48387096774194,39.0322580645161,65.1785714285714,32.5806451612903,34.8333333333333,170,1210,1825,1010,1045,NA,51,NA,NA,NA,0,51,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1989-04-03",93
"180","kyoto",1990,115.161290322581,83.1333333333333,117.32,146.962962962963,192.793103448276,32.8064516129032,7.52380952380952,35.8,42.5294117647059,82.1764705882353,5.96774193548387,27.6,101.3,108.833333333333,102.111111111111,185,414,1013,1306,919,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1990-03-29",88
"181","kyoto",1991,121,88.2333333333333,84.9615384615385,140.068965517241,202.2,31.2631578947368,17.5,-1.66666666666667,44.625,96.1578947368421,15.25,26.4444444444444,50.5,98.3888888888889,145.2,183,476,707,1771,726,51,NA,37,NA,NA,51,0,111,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1991-04-07",97
"182","kyoto",1992,128.181818181818,103.433333333333,94.3846153846154,139.103448275862,195.655172413793,40.8461538461538,22.6363636363636,6.0625,54.6111111111111,82.7333333333333,30.625,20.4545454545455,25.6666666666667,121.384615384615,129.2,245,225,385,1578,1292,94,NA,NA,NA,NA,188,0,0,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1992-04-03",94
"183","kyoto",1993,118.6,93.3076923076923,108.296296296296,126.838709677419,191.4,42.6666666666667,24.8666666666667,9.53333333333333,22.25,75.25,26.6666666666667,54.5714285714286,43.2666666666667,46.5,65.625,240,764,649,651,525,10,10,34.75,20,NA,10,10,139,20,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1993-04-07",97
"184","kyoto",1994,113.2,92.6,89.1785714285714,120.322580645161,214.862068965517,25.5333333333333,5.21428571428571,7.64285714285714,18.9333333333333,94.1764705882353,32,3.33333333333333,46.1176470588235,26.8181818181818,106.666666666667,384,20,784,295,320,NA,16.6666666666667,28.6666666666667,NA,NA,0,50,172,0,0,NA,NA,NA,NA,NA,35.0119831,135.6761135,44,"1994-04-09",99
